TIME,GEO,UNIT,INDX,COICOP,Value,Flag and Footnotes
2022M02,Denmark,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,1",
2022M03,Denmark,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,2",
2022M04,Denmark,"Index, 2015=100",Harmonised index of consumer prices,Food,"114,7",
2015M01,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"99,3",
2015M02,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"100,1",
2015M03,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,100,
2015M04,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"100,8",
2015M05,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"100,8",
2015M06,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"100,1",
2015M07,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"99,4",
2015M08,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"99,1",
2015M09,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"99,7",
2015M10,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"100,3",
2015M11,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"100,5",
2015M12,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,100,
2016M01,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"100,1",
2016M02,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"100,9",
2016M03,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"101,4",
2016M04,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"101,6",
2016M05,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,101,
2016M06,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"100,5",
2016M07,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"100,8",
2016M08,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"100,2",
2016M09,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"100,4",
2016M10,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"100,4",
2016M11,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"101,6",
2016M12,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"102,8",
2017M01,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"103,5",
2017M02,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"105,6",
2017M03,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"103,7",
2017M04,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"103,3",
2017M05,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"103,2",
2017M06,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"103,1",
2017M07,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"103,4",
2017M08,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"103,2",
2017M09,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"103,8",
2017M10,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"104,7",
2017M11,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"104,9",
2017M12,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"105,7",
2018M01,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"106,5",
2018M02,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"106,4",
2018M03,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"106,6",
2018M04,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"106,7",
2018M05,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"106,9",
2018M06,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"106,5",
2018M07,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"106,1",
2018M08,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"105,8",
2018M09,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"106,7",
2018M10,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"106,6",
2018M11,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"106,4",
2018M12,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"106,8",
2019M01,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"107,3",
2019M02,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"107,9",
2019M03,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"107,4",
2019M04,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"107,4",
2019M05,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"107,8",
2019M06,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,108,
2019M07,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"108,3",
2019M08,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"108,5",
2019M09,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"108,3",
2019M10,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"107,9",
2019M11,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"108,4",
2019M12,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,109,
2020M01,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,110,
2020M02,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"111,6",
2020M03,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"111,4",
2020M04,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"112,6",
2020M05,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"112,7",
2020M06,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"112,5",
2020M07,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"109,5",
2020M08,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"109,2",
2020M09,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,109,
2020M10,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"109,4",
2020M11,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"109,9",
2020M12,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"109,5",
2021M01,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"112,3",
2021M02,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"113,2",
2021M03,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"113,1",
2021M04,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"114,5",
2021M05,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"114,2",
2021M06,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"113,8",
2021M07,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"114,2",
2021M08,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"114,2",
2021M09,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"114,2",
2021M10,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"114,2",
2021M11,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"114,8",
2021M12,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,116,
2022M01,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"117,8",
2022M02,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"119,1",
2022M03,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"120,1",
2022M04,Germany (until 1990 former territory of the FRG),"Index, 2015=100",Harmonised index of consumer prices,Food,"124,2",
2015M01,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,43",
2015M02,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,89",
2015M03,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,33",
2015M04,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,66",
2015M05,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,27",
2015M06,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,23",
2015M07,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,94",
2015M08,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,93",
2015M09,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,21",
2015M10,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,14",
2015M11,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,47",
2015M12,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,5",
2016M01,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,5",
2016M02,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,46",
2016M03,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,6",
2016M04,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,09",
2016M05,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,92",
2016M06,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,87",
2016M07,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,9",
2016M08,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,57",
2016M09,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,01",
2016M10,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,49",
2016M11,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,58",
2016M12,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,78",
2017M01,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,22",
2017M02,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,81",
2017M03,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,76",
2017M04,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,75",
2017M05,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,06",
2017M06,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,58",
2017M07,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,45",
2017M08,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,08",
2017M09,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,15",
2017M10,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,7",
2017M11,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,73",
2017M12,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,86",
2018M01,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,45",
2018M02,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,35",
2018M03,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,35",
2018M04,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,53",
2018M05,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,45",
2018M06,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,29",
2018M07,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,61",
2018M08,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,28",
2018M09,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,87",
2018M10,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,47",
2018M11,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,38",
2018M12,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,7",
2019M01,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,45",
2019M02,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,25",
2019M03,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,87",
2019M04,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,95",
2019M05,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,55",
2019M06,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,92",
2019M07,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"114,65",
2019M08,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"114,63",
2019M09,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,45",
2019M10,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,04",
2019M11,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,73",
2019M12,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,91",
2020M01,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,5",
2020M02,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"115,58",
2020M03,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"114,21",
2020M04,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"116,13",
2020M05,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"116,12",
2020M06,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"116,89",
2020M07,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"117,22",
2020M08,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"117,02",
2020M09,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"115,1",
2020M10,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"114,38",
2020M11,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,59",
2020M12,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,68",
2021M01,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,52",
2021M02,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"114,55",
2021M03,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"114,84",
2021M04,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"116,47",
2021M05,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"116,8",
2021M06,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"117,06",
2021M07,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"118,56",
2021M08,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"119,37",
2021M09,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"118,49",
2021M10,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"117,19",
2021M11,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"119,45",
2021M12,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"119,5",
2022M01,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"124,01",
2022M02,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"128,91",
2022M03,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"130,64",
2022M04,Estonia,"Index, 2015=100",Harmonised index of consumer prices,Food,"133,81",
2015M01,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,9",
2015M02,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,1",
2015M03,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,9",
2015M04,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,3",
2015M05,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,3",
2015M06,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,100,
2015M07,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,7",
2015M08,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,7",
2015M09,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,4",
2015M10,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,9",
2015M11,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,8",
2015M12,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,9",
2016M01,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,100,
2016M02,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,1",
2016M03,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,4",
2016M04,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,1",
2016M05,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,1",
2016M06,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,1",
2016M07,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,7",
2016M08,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,8",
2016M09,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,98,
2016M10,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,7",
2016M11,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,4",
2016M12,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,2",
2017M01,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,6",
2017M02,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"96,6",
2017M03,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"96,8",
2017M04,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"96,6",
2017M05,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,1",
2017M06,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"96,4",
2017M07,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"96,8",
2017M08,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"97,1",
2017M09,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"96,3",
2017M10,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"96,6",
2017M11,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"96,1",
2017M12,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"95,6",
2018M01,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"95,9",
2018M02,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"94,8",
2018M03,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,95,
2018M04,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"94,5",
2018M05,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"94,6",
2018M06,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"94,1",
2018M07,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"94,5",
2018M08,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"94,4",
2018M09,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"93,9",
2018M10,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"94,5",
2018M11,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"94,2",
2018M12,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"94,1",
2019M01,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"94,3",
2019M02,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,94,
2019M03,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"94,3",
2019M04,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"94,4",
2019M05,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"94,5",
2019M06,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"94,1",
2019M07,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"94,1",
2019M08,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"94,1",
2019M09,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"93,3",
2019M10,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"93,5",
2019M11,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"93,2",
2019M12,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"93,3",
2020M01,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"93,4",
2020M02,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"93,1",
2020M03,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"93,1",
2020M04,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"93,3",
2020M05,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"93,4",
2020M06,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"92,9",
2020M07,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,93,
2020M08,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"92,6",
2020M09,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"92,1",
2020M10,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"92,2",
2020M11,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"92,2",
2020M12,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"92,3",
2021M01,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"91,5",
2021M02,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"91,5",
2021M03,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"92,2",
2021M04,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"92,5",
2021M05,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"92,4",
2021M06,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"92,5",
2021M07,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"92,9",
2021M08,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"92,6",
2021M09,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"92,4",
2021M10,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"92,7",
2021M11,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"92,8",
2021M12,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"93,4",
2022M01,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"93,3",
2022M02,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"94,1",
2022M03,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,95,
2022M04,Ireland,"Index, 2015=100",Harmonised index of consumer prices,Food,"95,8",
2015M01,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,78",
2015M02,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,62",
2015M03,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,07",
2015M04,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,52",
2015M05,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,11",
2015M06,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,25",
2015M07,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,31",
2015M08,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,15",
2015M09,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,13",
2015M10,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,01",
2015M11,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,98",
2015M12,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,07",
2016M01,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,27",
2016M02,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,94",
2016M03,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,61",
2016M04,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,47",
2016M05,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,01",
2016M06,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,85",
2016M07,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,61",
2016M08,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,79",
2016M09,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,65",
2016M10,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,58",
2016M11,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,99,
2016M12,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,18",
2017M01,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,14",
2017M02,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,04",
2017M03,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,97",
2017M04,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,07",
2017M05,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,6",
2017M06,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,8",
2017M07,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,78",
2017M08,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,39",
2017M09,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,67",
2017M10,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,34",
2017M11,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,52",
2017M12,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,45",
2018M01,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,89",
2018M02,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,09",
2018M03,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,14",
2018M04,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,100,
